Temperature_min,Temperature_max,WindSpeedAt3am,WindSpeedAt10am,WindSpeedAt6pm,HumidityLevelAt10am,HumidityAt6pm,PressureAt10am,PressureAt6pm,TemperatureAt10am,TemperatureAt6pm,WillRainTomorrow?
26.4,34.8,26,15,11,89,61,1019,1016.1,30.4,42.3,No
32.8,32.4,47,17,19,72,82,1021.8,1025.5,36.6,30.5,Yes
31.6,30.9,35,8,16,104,104,1022.4,1016.4,32.4,33.8,Yes
31.6,30.9,35,8,16,104,104,1022.4,1016.4,32.4,33.8,Yes
29.4,32.2,44,23,12,85,53,1024.2,1021.6,29.4,34.4,No
23.6,29.1,38,11,17,108,66,1012,1009.3,23.6,27.3,No
25,31.6,36,10,9,96,49,1035.9,1026.5,35.1,37.2,No
21,23,29,19,6,77,49,1034.1,1030.4,25.8,33.7,No
23,28.4,31,12,14,78,66,1027.4,1028.3,31.7,35.1,No
24.1,20.5,63,30,39,71,49,1012.4,1014.9,27.8,29.6,No
23.3,25.4,28,8,23,106,53,1024.5,1025.4,20,38.2,Yes
18.4,18.7,56,6,33,108,86,995.9,998.7,26.8,23.9,Yes
27.9,18.2,23,6,15,108,109,1019.1,1023.2,20.3,28.2,Yes
32.8,33.1,52,22,26,93,53,1017.2,1016.5,41.8,38.3,Yes
29.2,32.1,27,18,22,107,105,1002.9,999.8,34.1,35,Yes
17.7,32,40,12,14,59,42,1025.9,1024,27.8,40.4,No
30,42.5,49,8,16,78,44,1019,1010.2,42.8,48.7,Yes
26.8,31.9,37,3,15,86,48,1022.3,1017.9,25.5,34.8,No
24.5,19.6,42,11,27,98,52,1030.3,1029.3,20,23.3,No
24.8,27.8,20,13,10,80,63,1035.5,1026.4,28.9,30.7,No
30,31.4,37,13,17,98,68,1029.1,1026.2,36.6,40,Yes
35,37.3,82,7,14,101,54,1021.9,1022.4,35,47,Yes
30,37.6,52,12,23,85,67,1020,1022.1,40.1,44.6,Yes
21.2,22.7,30,14,21,106,63,1034.2,1030.1,17.7,24.6,No
23.1,31.8,50,10,19,64,82,1024.6,1016,35.6,36.9,Yes
24.7,26.2,65,15,39,84,39,1026,1025.1,32.5,36.8,No
33.7,29.9,45,20,22,89,66,1034.8,1025.8,30.3,29.4,Yes
28.6,29.5,36,8,13,73,52,1022.3,1018.6,31.8,36,Yes
27.4,35.3,44,13,21,52,31,1017.3,1018.1,31.7,37.6,No
28.8,32.8,35,13,23,76,74,1019.8,1018.7,34,41.6,Yes
24.4,17.6,28,9,19,97,80,1031.7,1028.5,16.4,29.3,No
35.7,42.3,50,25,20,43,23,1018.2,1014.7,36.6,51.7,No
20.9,34.1,32,10,16,77,42,1037.4,1036.1,28.3,43.6,No
35.1,42,69,27,32,62,51,1022.8,1020.6,37.7,44.5,Yes
25.9,25.3,29,15,18,104,110,1016.7,1016.6,30.3,33,Yes
32.1,33.2,36,9,21,97,40,1020.3,1021.5,36.8,41,No
26.5,37.3,41,6,16,83,67,1026,1019.8,30.6,34.5,Yes
26.1,37.5,41,16,26,58,68,1014.4,1012.1,34.3,39.3,No
29.4,30.4,26,14,6,98,78,1022.9,1023.7,38,37,Yes
30.4,31.1,34,8,15,102,74,1012.1,1010.7,30,40.2,Yes
22.1,24.6,63,28,29,52,43,1012.9,1007.5,32.8,30.4,No
18.7,26.7,41,9,27,83,50,1030.3,1031.7,25.2,33.5,No
28.8,32,35,10,12,78,49,1021.5,1020,35.9,39.6,No
22.9,17.1,19,10,5,110,108,1019.2,1025.6,30.4,21.7,Yes
25.5,22.6,45,20,30,85,61,1022,1021.1,21.2,22.8,Yes
26.2,33.6,33,12,18,93,53,1027,1027.2,31.6,43.7,No
35.9,43.4,38,14,18,53,32,1020.9,1013.4,38.2,45.6,No
29.6,35.3,34,9,14,63,54,1016.3,1016.8,39.6,48.9,No
41.5,47.2,46,14,25,48,14,1013,1007,47.7,58.6,No
25.1,34.7,39,10,14,64,41,1033,1026.1,37.7,38.1,No
36.5,47.3,42,17,18,68,36,1020.4,1013.8,38.8,53.2,No
26.4,43.4,48,23,13,57,32,1025.6,1016.2,33.7,45.6,No
16.2,22.2,26,10,9,67,43,1033.1,1028.3,31,29.9,No
19.6,26.7,53,12,31,71,52,1025,1022.1,26.9,39.3,Yes
18.4,25.5,27,8,18,85,61,1033.3,1031,23.8,28.5,No
39.1,48.6,46,16,33,68,49,1017.1,1018.8,43.4,54.6,No
29.9,47.6,31,12,14,72,26,1024.3,1018,41.9,52.4,No
30.7,29.8,39,19,27,71,80,1018.5,1014.9,35.9,36,Yes
29.7,37.4,53,29,26,64,51,1022.3,1017.5,38.5,40.3,Yes
23.6,34.4,49,16,17,78,42,1026.4,1019.8,36.6,36.8,Yes
22.2,27.9,61,27,21,85,88,1009.6,1005.9,29,29.5,Yes
32.6,27.4,38,9,20,107,88,1018.8,1020.6,33.5,35.2,Yes
25.5,35.7,26,6,10,107,41,1025.2,1016.2,35.1,40.3,No
28.2,30.7,28,17,12,66,37,1023.9,1025.3,29.2,38.3,No
25.9,21.7,34,14,18,108,104,1033.9,1025,22.8,33.4,Yes
18,29.5,32,17,21,102,63,1020.9,1021.2,22.9,30.1,No
24.9,30,37,11,21,77,70,1015.6,1022.4,33.9,35.1,No
25.6,26.1,42,16,29,67,44,1017.5,1017,31.4,29,No
31,34.1,28,19,15,82,67,1022.9,1024.8,38.6,39,No
23.8,45.1,71,7,29,73,32,1025.7,1014,38.4,45.1,Yes
20,36.2,45,6,23,72,31,1023.8,1017.8,28.1,39.9,No
26,34.7,43,16,25,77,44,1015.4,1009.5,30.7,42.2,Yes
22,28.6,38,11,19,78,58,1030.4,1025.3,31.6,31.3,No
23.3,26.1,65,34,35,55,50,1021.3,1021.5,23.4,34.5,No
33.9,31.9,23,3,8,92,94,1022.2,1018.3,36.7,31.7,Yes
29.6,28,34,20,12,104,109,1031.6,1030.6,32,27.9,No
24.7,29.3,20,9,18,75,41,1041.4,1031.2,34.6,42.8,No
13.7,22.6,21,14,13,57,33,1026.7,1022.5,18.7,31.2,No
20.5,21.6,22,15,15,107,68,1031.4,1027,18.1,27.5,No
22.9,21,35,16,19,101,82,1014.6,1008.8,18.5,23.1,Yes
28.5,45.4,65,13,44,90,26,1017.6,1013.7,36.7,51,No
32.4,33.6,35,10,17,96,66,1020.4,1020.9,35,46.4,No
16.2,24.2,42,13,18,91,80,1026.2,1025.3,21.8,29,Yes
25.2,23.9,32,16,10,97,105,1011.7,1014,29.5,31.8,Yes
30.9,31.6,32,23,10,74,39,1026.9,1023.9,30.1,40.7,No
22.7,26.8,31,6,11,110,65,1037.2,1034.1,23.9,37.5,No
37.4,38.7,43,17,23,92,43,1022.7,1024.3,34.5,47.5,No
21.5,21.1,55,11,38,106,67,1028.1,1022.5,25,27,Yes
25.1,33.7,41,14,19,51,33,1019.1,1021.8,40.2,42.1,No
15.9,20.8,20,4,19,106,75,1024.9,1029.6,23.1,32.8,No
25.9,21.7,34,14,18,108,104,1033.9,1025,22.8,33.4,Yes
33,35.7,49,15,10,95,79,1028.9,1023.4,30.9,42.9,Yes
23.1,22.6,65,37,26,79,75,1017.8,1016.2,31.2,25.9,Yes
33.9,32.2,31,2,8,102,108,1017.5,1016.4,31.9,39.7,Yes
24.5,24.7,17,14,7,95,80,1034.2,1030.3,32.6,30.2,Yes
34.1,43.3,33,10,14,62,19,1026.1,1027.2,39.6,50,No
36.8,33.9,39,16,15,98,54,1024.2,1025.5,38.2,45.7,Yes
17,26.6,27,23,10,68,36,1036.5,1034.2,20.1,37.4,No
25.3,23.6,42,27,25,98,82,1012.5,1020,23,27.8,No
27.8,36.8,83,25,40,59,40,1016.8,1014.7,31,36.4,Yes
22.7,38.1,38,15,23,61,41,1026.6,1026.7,28.8,43.2,Yes
34.9,34,38,21,21,56,43,1030.8,1029.1,35.1,40.8,Yes
30.8,32.1,32,14,19,84,61,1025,1027.4,35.9,39.1,No
20.3,18.6,29,2,7,102,101,1024.2,1018.9,19.8,33.4,Yes
31.1,28.8,34,16,12,84,70,1023,1020.7,31.9,36.1,Yes
31.9,38.9,26,8,20,86,37,1026.3,1021.8,30.6,48.3,No
23.6,24,31,20,22,102,94,1017.4,1018.9,23.9,27.5,No
37.2,31.4,54,21,13,106,108,1026.5,1025.7,40.9,33.1,Yes
32.4,25.5,65,21,25,70,103,1020.2,1008.4,32.4,25.2,Yes
16.5,39.2,40,12,12,68,20,1020.5,1020.1,29.2,42.7,No
36.8,28.4,19,12,14,100,101,1027.8,1026.3,37.8,37.9,Yes
34.5,34.2,49,8,34,102,106,1029,1028.4,36.4,44.2,Yes
14.4,28.8,42,11,25,88,59,1028.4,1027.5,20.7,26.1,No
17.1,22.7,19,17,13,103,69,1037.5,1040,16.1,25.2,No
23,23.9,75,12,39,60,49,1024.1,1021.7,20.7,28.8,Yes
27.8,40.2,47,10,29,65,26,1015.8,1022,38.2,45.8,No
26.6,41,33,19,9,61,16,1022,1015,33.1,52.3,No
24,19.2,45,26,23,89,88,1023.2,1022.5,28.3,31.2,No
26.5,28.4,45,19,16,107,97,1022.4,1020.7,38.2,38,Yes
28.4,26.3,32,14,13,108,90,1023.2,1022.8,25.9,32.7,Yes
21.7,25.8,30,13,12,98,43,1019.7,1020.4,25.6,33.5,No
39.4,35.6,46,14,27,71,76,1012.8,1017.5,39.8,36.3,Yes
34.8,41.2,62,10,36,47,32,1012.9,1013.9,36.8,44,No
34.9,27.4,34,8,27,90,82,1022.4,1018.8,37.3,35.5,Yes
25.4,27.6,33,12,15,107,74,1021.5,1018.5,32.7,34.6,No
31.4,32.4,38,15,23,101,68,1011,1014.4,38.8,44.5,Yes
22.2,18.7,35,20,16,99,76,1033,1029.1,22.8,23,Yes
21.3,28.6,29,23,9,97,74,1030.6,1027.2,24.8,31.9,Yes
25.3,29.6,46,33,24,45,34,1023.4,1023.9,33.6,32.6,No
27.4,28.7,58,29,28,75,102,1020.2,1014.7,38.2,35.1,Yes
29.6,35.1,38,6,25,79,37,1017.1,1017.2,30.5,45.9,Yes
21,25,27,10,14,97,92,1034.3,1030.9,25.1,30.4,No
26.1,29.4,41,6,19,88,90,1021.2,1019.3,29,39.5,Yes
28.8,31.2,52,20,28,83,53,1005.9,1005.2,31.9,39.5,Yes
38.5,33.5,49,6,21,85,55,1011.6,1009.3,34.4,36.9,Yes
16.6,19.2,26,11,17,104,88,1022.8,1018.6,17.2,29.4,Yes
37,37.8,40,5,15,94,54,1023.4,1015.9,37.8,46.8,Yes
25.1,32.7,59,21,34,68,40,1013.4,1010.9,36.4,44,No
28,31.7,54,12,23,59,31,1021.2,1012.3,35.5,39.5,No
23.5,26.9,24,14,20,98,63,1025.5,1026,29.8,34.6,Yes
26.3,26.5,61,31,27,102,96,1023.8,1020.1,25.6,31.6,Yes
36.2,28.1,29,12,13,95,95,1009.7,1005.2,32.4,38.8,Yes
36.5,42.2,65,33,16,45,53,1017.4,1015.4,49.2,52,Yes
31.3,40.5,67,10,21,66,34,1027.8,1023.4,31.5,41.7,No
15.9,32.1,34,17,18,66,49,1033.5,1028.1,26.9,33.4,No
22,19.3,15,8,9,98,77,1034.9,1033.2,26.2,31,Yes
28.3,19.1,24,11,13,106,80,1027.4,1024.5,22.7,29.9,Yes
24.8,32.2,49,22,16,56,48,1015.9,1017.1,27.8,41.3,No
25.8,22.5,38,15,28,83,70,1043.6,1046.2,30.6,33.2,No
25.3,28.4,34,9,12,74,59,1022.1,1026.2,38,33.2,No
23,32.4,58,11,37,75,48,1018.4,1009,28.8,41.6,Yes
27.9,25.3,29,11,13,108,102,1017.5,1014.3,29.3,27.1,Yes
38.6,34.3,56,7,17,94,69,1027.8,1021.2,35.8,39.8,Yes
16.3,21,26,10,19,101,99,1012.9,1012.3,21.1,19.6,Yes
31.4,42.1,22,11,11,70,24,1019.3,1017,38,47.3,No
27.3,29.9,40,21,20,65,58,1022.6,1024,29,38.9,Yes
34.4,38.4,47,17,23,34,24,1021.7,1020.6,41,38,No
20.6,26.5,64,44,33,59,43,1022,1023,26.3,28.2,No
35.1,39.6,46,14,34,93,66,1015.5,1016.5,35.4,45.5,Yes
30.1,43.5,71,11,39,59,19,1016.4,1009.1,41.2,49.9,No
21,21.1,30,14,18,87,75,1037.2,1038.6,21.9,29.5,No
33.3,35.7,61,15,20,75,59,1018.7,1013.3,39,45.4,Yes
34.7,24.3,43,14,18,104,108,1012.8,1022.4,37.9,31.7,Yes
33.5,47.8,65,13,30,61,23,1015,1008.2,43.2,48.8,No
19.8,28.1,48,13,33,74,55,1035.8,1029.9,30.8,28.2,No
16.9,28,24,11,21,86,65,1031.3,1029.5,23.9,34.4,No
20.1,22.5,34,10,16,89,43,1036.8,1035.6,22.6,27.1,No
30.8,24,32,13,18,89,87,1019.8,1019.8,36.4,31.2,Yes
19.7,22.9,37,13,20,80,30,1024.8,1026.7,17.1,28.5,No
33.5,35.3,28,13,15,82,67,1031.8,1035,31.8,35.2,No
25.2,25.8,27,13,6,43,33,1028,1030.7,24.5,34.1,No
18.7,23.7,38,21,28,92,61,1026.1,1025.3,22.7,30.2,No
28,29.2,27,13,17,86,77,1019.7,1022.5,27.1,35.3,Yes
33.8,31.4,31,20,25,86,73,1020.6,1022.7,30.4,30.7,Yes
37.5,37.8,50,21,22,63,27,1014.8,1007.7,43.8,45.8,No
21.3,19.1,56,20,22,92,69,1018.3,1021.6,28.4,25,Yes
19.4,24.8,38,7,12,102,54,1024.2,1012,21.2,31.2,Yes
28.4,34.6,60,14,17,73,103,1012.8,1017.9,41.1,32.3,Yes
22.4,24.1,50,27,22,98,82,1021.2,1020,27.8,29.9,Yes
13.2,22.5,23,8,25,107,77,1033.3,1028.4,21.6,22.6,Yes
20.9,29,35,10,24,87,49,1032.2,1024.5,28,39.5,No
22.4,28.7,49,23,29,59,42,1022.7,1021,36.8,34.1,No
26.6,26.1,55,23,35,67,68,1027.7,1024,27.1,31.9,Yes
15.1,25.6,40,12,16,75,63,1012.8,1014.9,25.5,25.8,Yes
21.7,32.7,47,4,27,49,30,1018.1,1018.9,30.6,43.7,No
25.3,34.7,22,19,13,101,68,1022.7,1017.7,29.4,39.6,Yes
20.5,28.4,30,15,17,74,40,1026,1023.2,28,35.3,No
21.5,23.5,41,5,14,78,39,1020,1022.1,23.6,31.6,No
25.2,25.8,82,17,35,38,28,1018.3,1016.7,28.2,38.2,No
37.3,40.2,32,15,13,56,33,1021.1,1017.4,42.3,47.6,No
26.5,29.5,38,8,20,70,56,1016.5,1016.1,36.1,36.6,No
30.9,28.2,47,17,36,103,100,1023.6,1018.6,24.7,27.1,Yes
37.2,43.4,49,18,27,40,28,1011.7,1010.6,48.4,53,Yes
21.6,26.3,40,23,5,62,38,1037.9,1033.2,22,38.2,No
28.7,28.4,47,15,6,79,88,1021.8,1015.7,32,30.2,Yes
23.3,28.7,28,13,15,97,61,1022.7,1025.6,27.4,33.1,No
20.8,25.7,64,16,36,73,45,1015.9,1016.2,25.1,37.9,No
23,27.3,38,6,29,102,53,1024.7,1020.4,25.8,33.1,Yes
34.3,29.4,26,20,18,93,91,1018.5,1018.7,37.1,38.4,No
37.3,32.3,41,13,12,110,81,1014.5,1011.4,36,38.9,Yes
19.6,25.2,45,4,15,103,45,1029.2,1026.1,23.8,36.6,No
12.8,14,37,14,11,92,89,1009.9,1015,26.7,26.3,Yes
23.1,31.8,50,10,19,64,82,1024.6,1016,35.6,36.9,Yes
26.7,41.8,41,9,15,65,22,1016.5,1018.4,42.1,50.9,No
31.9,40.1,51,24,15,56,23,1022.5,1024.1,37.1,48.9,No
18.9,20.2,19,10,10,89,60,1032.6,1037.2,25.1,26.1,No
23.8,24.3,35,19,16,77,110,1023.8,1028.8,28.8,23.7,Yes
28.7,31.4,46,19,20,73,91,1023.9,1022.2,37.2,30.6,Yes
19.6,30.7,51,14,29,53,26,1031.4,1026.3,26.4,42.8,No
15.1,18.6,20,9,14,85,69,1031.8,1025.3,20.8,24.2,Yes
19.9,18.9,35,11,11,102,100,1026.4,1018.8,26.3,26.4,Yes
24.8,39.4,34,26,23,56,40,1032.5,1028.5,43.2,43.4,No
35.8,33.1,44,12,4,76,97,1012.8,1011.4,35.2,34.7,Yes
22.2,34.6,26,14,9,60,30,1024.8,1029,28.9,37.9,No
10.5,20.3,20,10,13,100,58,1040.8,1031.1,18.4,29.1,No
25.4,28.5,30,19,9,52,32,1030.4,1030.3,29.3,32.3,No
37.6,30.8,52,28,23,77,91,1029.1,1025.7,38.3,37.1,Yes
31.6,34.2,27,11,8,84,76,1028.9,1026.9,33.2,41.7,No
32.6,28.3,35,23,16,81,87,1022.4,1014.8,34.1,30.6,Yes
20.3,28.2,42,14,17,80,86,1022.7,1019.9,31.1,29.3,Yes
25.9,25.3,29,15,18,104,110,1016.7,1016.6,30.3,33,Yes
42,32.5,57,39,32,71,95,1008,1012,37.5,34.2,Yes
21.4,26.9,35,5,17,107,97,1022.8,1019.2,21.7,25.4,No
26,24.3,43,24,28,88,70,1022.8,1025.6,31.7,28.7,No
29.3,35.1,47,13,26,86,48,1014.8,1022.3,34.5,41.8,No
20.2,16.9,53,10,25,105,104,1029.8,1023.6,20.1,28.2,Yes
16.5,28.4,38,3,11,105,58,1032.7,1030.9,28,35.9,No
35.8,25.7,25,15,14,100,78,1025.3,1032,30.5,34.5,Yes
42.3,47.6,63,39,24,46,30,1011.5,1008.5,43.3,54.7,Yes
25,25.8,23,12,14,87,59,1040,1040.3,30,27.8,No
39.6,34.5,50,7,13,99,97,1002.3,1005.4,38.8,38.9,Yes
35.8,33.1,44,12,4,76,97,1012.8,1011.4,35.2,34.7,Yes
33.2,31.9,34,15,17,99,81,1026.6,1025.4,28.9,32.1,No
19,23.1,23,15,14,101,83,1033,1032.2,25.5,34,Yes
29.2,27.6,28,20,16,82,83,1019.2,1015.5,29.9,29.3,Yes
33,32,45,16,23,105,66,1015.7,1014.7,35.4,40.8,Yes
14.5,18.8,26,6,21,97,58,1036.7,1040.7,14,24.4,No
28.1,35.1,34,15,24,101,66,1026.2,1025.1,32.9,42.7,Yes
33.8,28.3,67,44,37,75,62,1019.8,1017.2,35.5,37.4,Yes
35.3,35.5,52,25,20,56,32,1024.8,1027,34.7,39.1,No
24.2,33.3,52,20,32,61,39,1019.2,1011.5,31.6,33.8,No
24.6,34.7,43,2,22,77,46,1021.9,1022.3,28.7,34.8,Yes
18,20.1,65,22,40,90,58,1012.2,1015.8,27.6,32.5,Yes
19,20.8,20,10,16,105,67,1023.6,1025.4,26.2,24.6,No
33.7,29.9,45,20,22,89,66,1034.8,1025.8,30.3,29.4,Yes
27.4,22.9,48,26,15,97,97,1025.8,1026.3,33.1,30.1,Yes
24.2,28.5,60,26,9,49,33,1025.2,1022.3,23.4,32.1,No
16.1,36.9,36,4,20,80,36,1020.7,1017.4,33.9,43.6,No
21.8,26.1,42,24,24,75,71,1031.3,1032.1,29.9,31.8,No
25.2,35,44,12,13,77,50,1023.2,1021.5,39.6,46.9,No
30.8,29.8,60,21,18,103,99,1023.4,1020.5,33.4,32,Yes
26,30.3,71,11,32,94,31,1023.8,1020.2,28.9,37.8,Yes
24,34.4,46,21,23,61,35,1027.9,1027.3,27.5,43.5,No
19.7,27.3,33,4,21,100,65,1030.3,1027.5,22.7,35.6,Yes
27.7,36.5,43,2,35,101,52,1026.2,1021.2,32.5,45.4,No
37.1,37.2,34,16,23,56,34,1013.2,1012.5,35,43.8,No
32.4,24.9,41,19,26,81,47,1024.7,1022.6,34.7,30.6,No
30.5,19.8,32,19,28,95,74,1023,1024.3,28.9,31.5,Yes
37.3,33.6,51,26,34,45,54,1018.2,1019.4,37.6,39.6,Yes
36.5,45.8,40,19,12,23,10,1017.7,1010.9,46.1,52,No
26.1,29.1,38,21,10,54,38,1026.4,1032,26.6,31.5,No
27.5,38.1,57,7,25,82,53,1022.8,1017.5,40.8,43.2,Yes
27.3,22,72,25,35,99,94,1012.9,1005.4,24.2,23.9,Yes
34.8,39.7,46,15,26,76,47,1014.6,1013,36.8,42.3,Yes
25.5,24.2,49,25,27,96,68,1021.9,1023.4,27.6,27,No
35.1,25.9,50,17,26,108,100,1019.1,1019.8,31.9,37.3,Yes
33.2,37.7,44,8,15,83,51,1021.4,1017.8,29.4,46.3,Yes
30.8,35.6,84,10,23,87,57,1025.9,1018.3,37.7,41.8,Yes
36.2,28.1,29,12,13,95,95,1009.7,1005.2,32.4,38.8,Yes
36.5,42.2,65,33,16,45,53,1017.4,1015.4,49.2,52,Yes
21.4,24.2,35,8,23,94,66,1029.6,1027.6,21.7,31,Yes
32.4,23.2,38,21,23,104,89,1029.4,1029.9,25.4,32.9,Yes
30.4,33.4,35,17,12,87,73,1028.6,1027.9,37.8,41.4,No
17.2,27.7,46,25,7,55,34,1023.9,1019.7,26.4,33.5,No
22,17,43,12,35,98,82,1014.6,1014.7,25.3,27.4,Yes
17.7,24.5,43,9,29,85,54,1029.6,1032.4,17.1,36.8,No
24.7,27.3,57,19,6,96,81,1013.4,1010.7,36.9,32.6,Yes
22,19.3,15,8,9,98,77,1034.9,1033.2,26.2,31,Yes
24.6,34.7,43,2,22,77,46,1021.9,1022.3,28.7,34.8,Yes
18.9,23.8,32,15,4,73,57,1014.5,1015.2,25.1,28.7,No
35.3,35.1,50,34,19,84,67,1019,1010.2,41.2,42.7,Yes
34,37.1,38,12,22,89,58,1021.3,1015,34.9,38.4,Yes
27,23.9,62,39,41,85,50,1014.8,1020.6,24.8,24.7,Yes
15.6,34.3,36,11,23,92,55,1028.9,1023.2,28.9,42.2,No
23.6,21.2,39,17,23,77,53,1020.6,1017.7,27.9,35.5,No
21.4,24.2,35,8,23,94,66,1029.6,1027.6,21.7,31,Yes
24.1,22.8,62,11,33,93,61,1000.7,1001.1,26.8,28.9,Yes
28.9,32.3,25,8,15,101,92,1025.3,1022,37.9,35.6,Yes
37.3,37.6,87,5,14,101,72,1016,1013.7,40.6,42.3,Yes
22.6,19.2,60,4,21,91,100,1004.9,1010.7,25.1,26.4,Yes
35,34.9,35,25,26,88,75,1012.6,1011.4,36,45.3,Yes
29.7,40.6,51,15,20,17,16,1025,1019.8,37.1,40.1,No
32.7,42.2,40,25,16,56,36,1023.7,1020.3,42.3,44,Yes
29.9,32.6,25,11,9,92,106,1021.9,1018.6,30.4,35.3,Yes
22,25.9,38,17,19,63,43,1016.7,1013.3,27.9,32.3,Yes
30.2,36.9,40,12,25,76,61,1021.7,1018.6,38,40.6,Yes
23,24.5,41,25,24,94,57,1035.5,1034.4,28.2,27.2,Yes
34.4,28.4,44,16,22,110,84,1012.5,1011.5,32.3,38.1,Yes
31.2,37,46,14,21,95,96,1017.5,1023.5,34.8,33,No
21,32.5,40,11,20,103,48,1026.7,1023,33.8,36.4,Yes
19.6,19.6,44,18,19,101,99,1021.3,1023.8,29.1,27.5,Yes
35.1,36.6,93,36,17,69,48,1013.9,1008.3,40,43.9,No
19.3,19.8,56,33,37,52,37,1020,1017.7,23.7,25.9,No
25.4,22.7,49,24,24,88,62,1021.5,1028.7,23.8,31.7,No
32.3,42.3,52,26,27,57,50,1019.7,1019.6,37.8,45.8,No
29.6,37.8,50,25,20,98,65,1011.1,1011.6,39.3,48.4,No
31.4,47,61,13,37,66,28,1019,1016.2,39.8,51.4,No
27.9,25.3,29,11,13,108,102,1017.5,1014.3,29.3,27.1,Yes
16.3,18.8,39,8,27,96,88,1024.9,1009.3,15,21.7,Yes
28.2,46.7,41,16,25,60,24,1017.7,1020.9,37.3,47.7,No
32.1,33.1,58,7,36,97,40,1004.3,1003.1,33.4,44.6,Yes
17.4,25.8,22,6,13,93,58,1031.7,1031.6,19.9,38.7,No
28.7,42,53,15,16,67,51,1006.2,1010,36.9,38.2,Yes
31,26.6,30,16,18,98,79,1023.8,1020.5,25.6,35.4,Yes
34.5,35.4,24,14,15,95,70,1025.7,1024.1,32,39.2,No
27.5,32.3,55,26,33,67,45,1016.4,1014.3,38.2,41.3,No
19.5,22.9,20,11,4,105,62,1032.1,1028.4,21.2,30.7,No
28.7,41.5,42,10,19,64,41,1026.1,1022.5,37.3,50.5,No
27.3,18.8,45,26,20,86,55,1026.1,1024.9,24.9,32.6,No
27.6,34.4,32,15,13,92,51,1019.2,1010.1,34.4,37,Yes
20.4,23.6,43,27,17,82,98,1034.3,1032.3,29.9,30.5,Yes
31.3,38.4,72,15,23,75,45,1016,1015.4,39.6,49,Yes
29.9,35.2,53,16,27,81,58,1023.7,1017,34.7,44.3,Yes
30.9,34.2,42,18,16,102,75,1028.1,1023.5,30.5,38.6,Yes
10.8,16.1,34,17,17,90,87,1022.5,1020.7,22.7,28.7,Yes
14.8,25.8,19,5,16,81,62,1033.4,1029.5,24.1,28.9,No
31.3,38.4,72,15,23,75,45,1016,1015.4,39.6,49,Yes
24.8,31.5,13,7,15,107,63,1032.2,1030.8,30.5,39.2,No
22.9,32.7,83,24,33,52,36,1010.6,1013.7,41,43.2,No
33.9,53,59,13,38,57,20,1014.5,1010.2,47.9,60.2,Yes
31.2,30.9,33,9,11,83,59,1018.2,1017.2,28.3,36.7,No
37.5,35,34,17,13,91,76,1025.7,1016.2,36.9,44.9,Yes
35.5,32.5,51,16,20,78,106,1014,1011.7,41.1,34.5,Yes
33.2,26.9,39,19,21,97,100,1022.9,1021.3,33.5,36.2,Yes
26.7,21.4,29,10,15,106,76,1028.2,1026.8,28.2,34.2,No
18.7,19.6,30,14,16,92,46,1028.1,1029.1,16.7,34.5,No
20.8,19.8,27,12,7,92,58,1027.7,1030,21.6,32.7,No
22.1,34.9,79,17,29,90,55,1023.8,1024.4,30.4,34.5,Yes
19.2,21,30,7,21,105,77,1026.7,1024.7,18.7,24.5,Yes
28.9,32.3,25,8,15,101,92,1025.3,1022,37.9,35.6,Yes
26.8,32.4,49,17,37,88,53,1016.8,1011.1,34.7,40.9,No
36.1,30.4,47,25,21,91,88,1019.8,1014.7,37.5,32.7,Yes
40.3,37.7,68,27,44,91,57,1014.4,1014,34.4,42.1,Yes
33.8,43.5,73,27,35,73,42,1014.6,1015.7,36.1,48,Yes
26.3,26.5,25,6,13,97,85,1019.6,1019,30.4,34.3,Yes
21,32.7,50,9,13,82,45,1029,1025.1,31.7,45.8,No
23.7,42.4,41,20,23,73,31,1021.6,1015.2,32.5,44.6,No
29,33.3,63,16,21,95,60,1016,1013.6,32.7,37,Yes
35.3,36.3,49,12,14,79,69,1015.9,1008.5,34.5,44.6,Yes
15.4,18,35,7,24,84,76,1028.8,1028.3,20.2,25.7,No
24.3,30.9,50,22,22,81,47,1026,1030,29.2,30.1,No
39.8,40.6,51,22,20,62,43,1023.6,1013.3,40.3,46,No
21.2,29.5,26,2,18,107,53,1033.6,1025.5,26.9,32.2,No
16.3,21,26,10,19,101,99,1012.9,1012.3,21.1,19.6,Yes
26.3,29.9,32,21,19,71,67,1025.9,1027.2,37.9,37.2,No
27.5,38.5,42,22,11,46,26,1020.2,1011.5,32.4,38.9,No
35.6,35,34,8,25,90,62,1024.9,1028.2,36.3,39.7,No
26.4,24.7,36,25,22,98,76,1028.7,1020.1,29.7,35.5,Yes
23.7,24.3,58,17,41,81,49,1017.2,1019.7,29.1,34.1,Yes
13,25.6,27,11,15,91,70,1026.5,1029.3,25,29.7,No
37,43.2,72,14,18,53,26,1016,1014.9,38.2,46.9,Yes
16.3,21.8,55,22,38,56,51,1020.9,1015.4,28.2,23.9,No
26.9,28.8,35,20,8,67,41,1025.4,1022.4,23.1,34.9,No
14.9,25.6,34,10,24,90,63,1025.5,1018,25.6,36.7,Yes
25.1,27.5,18,8,15,103,63,1030,1025.8,28.8,32.8,No
38.6,38.1,59,18,28,109,70,1002.6,1003.9,31.3,36.7,Yes
27.4,33.2,34,14,19,65,54,1034.4,1028.3,35.9,35.8,No
